Detail,Facility,Current Rating,Last Inspection Date,City,Address
FoodInspectDetail.aspx?id=FA0000666,John C. Fremont School,Good,3/18/2026,Merced,1220 W 22nd St
FoodInspectDetail.aspx?id=FA0009611,John Latorraca Correctional Facility,Good,3/24/2026,Merced,2584 W. Sandy Mush Road
FoodInspectDetail.aspx?id=FA0000919,John Muir School,Good,4/16/2026,Merced,301 W 25th St
FoodInspectDetail.aspx?id=FA0000673,Jose Taco's,Good,6/6/2023,Merced,3250 N G St. Ste B
FoodInspectDetail.aspx?id=FA0007418,Josie's Lounge & Restaurant,Good,5/28/2025,Atwater,1301 Commerce Ave.
FoodInspectDetail.aspx?id=FA0009950,Joystiq,Good,9/19/2024,Merced,325 W. Main St.
FoodInspectDetail.aspx?id=FA0000609,JR Donuts,Good,6/15/2026,Atwater,1838 Bellevue Road
FoodInspectDetail.aspx?id=FA0006986,"Juliana's Bakery, Inc.",Good,6/7/2024,Los Banos,1010 Sixth St. Ste A
FoodInspectDetail.aspx?id=FA0010217,Juniper Elementary,Good,4/14/2026,Atwater,661 E. Juniper Ave.
FoodInspectDetail.aspx?id=FA0010188,Kabab City,Satisfactory,7/14/2025,Merced,125 E. Yosemite Ave. Ste D
FoodInspectDetail.aspx?id=FA0010239,Katalinas Distribution,Good,5/2/2025,Merced,790 Sunol Ct.
FoodInspectDetail.aspx?id=FA0000381,Kentucky Fried Chicken,Good,6/2/2026,Merced,180 W Olive Ave.
FoodInspectDetail.aspx?id=FA0000662,Kentucky Fried Chicken,Good,3/11/2025,Atwater,1395 Atwater Blvd
FoodInspectDetail.aspx?id=FA0008536,Kentucky Fried Chicken Restaurant,Good,6/2/2026,Merced,2016 E. Childs Ave.
FoodInspectDetail.aspx?id=FA0006730,KiddieLand @ Applegate Zoo,Good,4/10/2026,Merced,2525 O St.
FoodInspectDetail.aspx?id=FA0009573,Kind Neighbor,Good,8/12/2025,Merced,1717 M St.
FoodInspectDetail.aspx?id=FA0005137,King's Asian Cuisine Sushi & Cocktail Lounge,Unsatisfactory,6/4/2026,Merced,360 W Main St.
FoodInspectDetail.aspx?id=FA0009831,Kings Food Store,Satisfactory,6/11/2024,Hilmar,8101 Lander Ave
FoodInspectDetail.aspx?id=FA0006045,Klairs,Satisfactory,11/21/2023,Livingston,711 Main St.
FoodInspectDetail.aspx?id=FA0010240,La Autentica Ice Cream and Snacks,Good,9/13/2023,Los Banos,225 7th St. Ste C
FoodInspectDetail.aspx?id=FA0000705,La Casita Tortilla & Spice,Good,5/30/2024,Merced,770 W 14th St
FoodInspectDetail.aspx?id=FA0005975,La Esperanza Food Center,Good,4/30/2024,Los Banos,937 W. Pacheco Blvd
FoodInspectDetail.aspx?id=FA0000569,La Esperanza Meat Market,Good,1/8/2025,Gustine,331 5th St
FoodInspectDetail.aspx?id=FA0000587,La Finca Branding Iron,Good,11/6/2025,Merced,640 W. 16th St.
FoodInspectDetail.aspx?id=FA0006945,"La Gloria Restaurant and Desserts, LLC",Good,9/10/2024,Los Banos,265 N. Mercey Springs Road Ste J
FoodInspectDetail.aspx?id=FA0006279,La Hacienda Mexican Grill,Good,6/25/2026,Merced,802 W. 16th St.
FoodInspectDetail.aspx?id=FA0004583,La Michoacana,Good,3/6/2023,Los Banos,655 I St.
FoodInspectDetail.aspx?id=FA0000432,La Michoacana Carniceria #2,Satisfactory,8/13/2024,Los Banos,820 W. Pacheco Blvd
FoodInspectDetail.aspx?id=FA0007100,La Michoacana DP LLC,Good,12/9/2025,Dos Palos,1615 Center Ave.
FoodInspectDetail.aspx?id=FA0010899,La Michoacana Fruit and Ice Cream Inc,Good,6/29/2026,Merced,332 W. Main St.
FoodInspectDetail.aspx?id=FA0002743,La Michoacana Icecream and Delights LLC,Satisfactory,8/26/2024,Los Banos,1450 S. Mercey Springs Road #108
FoodInspectDetail.aspx?id=FA0008742,La Michoacana Market,Good,6/7/2024,Los Banos,1005 Sixth St.
FoodInspectDetail.aspx?id=FA0010473,La Michoacana Paleteria Y Neveria LaJoya,Good,9/4/2024,Merced,540 W. Olive Ave.
FoodInspectDetail.aspx?id=FA0007071,La Michoacana Panaderia and Taqueria,Satisfactory,12/14/2023,Delhi,9810 Stephens St.
FoodInspectDetail.aspx?id=FA0009044,La Michoacana San Miguel,Good,8/8/2023,Merced,1950 Yosemite Pkwy Ste. D
FoodInspectDetail.aspx?id=FA0009098,La Michoacana USA,Good,7/15/2024,Merced,1111 W. Olive Ave. Ste B
FoodInspectDetail.aspx?id=FA0005124,La Morenita Restaurant,Satisfactory,5/14/2024,Merced,1352 W. 13th St.
FoodInspectDetail.aspx?id=FA0000498,La Morenita Restaurant #4,Good,4/9/2024,Livingston,242 Main St. #C
FoodInspectDetail.aspx?id=FA0005290,"La Morenita Tortilleria & Meat Market, INC",Good,1/26/2024,Los Banos,705 H St.
FoodInspectDetail.aspx?id=FA0000375,La Playa,Satisfactory,10/9/2024,Atwater,320 Bellevue Road
FoodInspectDetail.aspx?id=FA0006759,La Quinta Inn & Suites,Good,3/11/2026,Los Banos,20 W. Pacheco Blvd
FoodInspectDetail.aspx?id=FA0009679,La Sierra Care Center,Good,2/28/2024,Merced,2424 M St
FoodInspectDetail.aspx?id=FA0000878,La Taqueria,Good,10/21/2024,Merced,61 W Main St
FoodInspectDetail.aspx?id=FA0004588,La tia Juana,Good,4/13/2026,Merced,425 W. Main St. Ste H
FoodInspectDetail.aspx?id=FA0004327,La Tiendita,Good,12/12/2023,Livingston,1925 F St.
FoodInspectDetail.aspx?id=FA0002408,Lander Grocery & Liquor,Good,3/21/2024,Stevinson,2799 N. Lander Ave.
FoodInspectDetail.aspx?id=FA0005804,Las Palmas @ Atwater Flea Market,Good,10/12/2023,Atwater,2877 Atwater Blvd
FoodInspectDetail.aspx?id=FA0002150,Las Palmas Botanas Locas Y Mariscos,Good,3/4/2024,Atwater,1129 W Bellevue Road
FoodInspectDetail.aspx?id=FA0009678,Le Grand Elementary School,Good,5/11/2026,Le Grand,13071 E. Le Grand Road
FoodInspectDetail.aspx?id=FA0000697,Le Grand Market,Satisfactory,9/5/2024,Le Grand,13186 E. Jefferson St.
FoodInspectDetail.aspx?id=FA0009686,Le Grand Union High School,Good,5/11/2026,Le Grand,12961 E. Le Grand Road
FoodInspectDetail.aspx?id=FA0006264,Lee's Community Food Market,Satisfactory,7/5/2023,Merced,37 E. 15th St.
FoodInspectDetail.aspx?id=FA0000641,Leo's Deli Mart,Good,2/11/2026,Dos Palos,1424 Center St.
FoodInspectDetail.aspx?id=FA0001801,Liberty Market,Unsatisfactory,6/29/2026,Livingston,1471 B St. Ste E
FoodInspectDetail.aspx?id=FA0003919,Liberty Market,Good,11/21/2024,Delhi,16385 W Schendel Ave.
FoodInspectDetail.aspx?id=FA0006073,Liquor Plus,Good,2/6/2024,Livingston,467 Winton Pkwy
FoodInspectDetail.aspx?id=FA0006966,Little Caesar's Pizza,Good,3/13/2026,Los Banos,1060 Pacheco Blvd
FoodInspectDetail.aspx?id=FA0005791,Little Caesars,Good,8/12/2024,Livingston,475 Winton Pkwy
FoodInspectDetail.aspx?id=FA0001013,Little Caesars Pizza,Good,11/16/2022,Merced,63 E 16th St
FoodInspectDetail.aspx?id=FA0001161,Little Caesars Pizza,Good,2/11/2025,Atwater,300 Bellevue Road
FoodInspectDetail.aspx?id=FA0007102,Little Caesars Pizza,Good,1/25/2023,Delhi,9726 Stephens St.
FoodInspectDetail.aspx?id=FA0007253,Little Caesars Pizza,Satisfactory,9/24/2025,Merced,3250 N. G St. Ste A
FoodInspectDetail.aspx?id=FA0005438,Little Diamond's Pizza,Satisfactory,11/27/2024,Santa Nella,13104 Hwy 33 Ste B
FoodInspectDetail.aspx?id=FA0008319,Little Diamond's Pizza,Good,10/10/2024,Los Banos,2160 E. Pacheco Blvd Ste. K
FoodInspectDetail.aspx?id=FA0007459,Little Diamond's Pizza LLC,Good,1/9/2023,Los Banos,933 6th St. # B
FoodInspectDetail.aspx?id=FA0007109,Little Oven Pizza,Good,11/20/2023,Merced,433 W. Main St.
FoodInspectDetail.aspx?id=FA0003124,Liv. Elem. School Warehouse,Good,5/28/2026,Livingston,922 B St.
FoodInspectDetail.aspx?id=FA0004604,Livingston Middle School,Good,5/21/2025,Livingston,101 F St.
FoodInspectDetail.aspx?id=FA0009753,Livingston Travel Center,Good,6/27/2023,Livingston,435 Winton Pkwy
FoodInspectDetail.aspx?id=FA0002730,Lizette's Bakery,Good,1/14/2025,Dos Palos,1529 Center Ave.
FoodInspectDetail.aspx?id=FA0010222,Loftin Stadium,Good,12/18/2025,Los Banos,1414 S. 7th
FoodInspectDetail.aspx?id=FA0009924,Look Good Feel Good,Good,3/11/2025,Atwater,282 Broadway Ave.
FoodInspectDetail.aspx?id=FA0004594,Lorena Falasco Elementary School,Good,4/20/2026,Los Banos,310 Overland Ave.
FoodInspectDetail.aspx?id=FA0009732,Los Banos Abattoir,Good,4/24/2024,Los Banos,1312 W. Highway 152
FoodInspectDetail.aspx?id=FA0009822,Los Banos ARCO AMPM 83466,Good,8/15/2024,Los Banos,1550 W. Pacheco
FoodInspectDetail.aspx?id=FA0009682,Los Banos Chevron,Satisfactory,8/28/2024,Los Banos,1009 Pacheco Blvd
FoodInspectDetail.aspx?id=FA0004617,Los Banos Cinemas dba Premiere Cinemas-LB,Satisfactory,8/13/2024,Los Banos,245 Mercey Springs Road
FoodInspectDetail.aspx?id=FA0010596,Los Banos Coffee Company LLC DBA Rare Earth Coffee Los Banos,Good,3/27/2025,Los Banos,2510 E. Pacheco Blvd
FoodInspectDetail.aspx?id=FA0006827,Los Banos Community Center,Satisfactory,3/12/2024,Los Banos,645 7th St.
FoodInspectDetail.aspx?id=FA0003939,Los Banos D E S,Good,3/25/2026,Los Banos,1155 I St.
FoodInspectDetail.aspx?id=FA0005310,Los Banos Donuts,Good,6/12/2023,Los Banos,609 W. Pacheco Blvd
FoodInspectDetail.aspx?id=FA0007116,Los Banos Elks Lodge #2510,Good,9/25/2024,Los Banos,565 E St.
FoodInspectDetail.aspx?id=FA0009695,"Los Banos Grocery, Inc. DBA Dino Mart",Good,5/29/2025,Los Banos,1063 E. Pacheco Blvd
FoodInspectDetail.aspx?id=FA0000466,Los Banos High School,Good,5/8/2026,Los Banos,1966 Eleventh St.
FoodInspectDetail.aspx?id=FA0004395,Los Banos Junior H.S,Good,4/20/2026,Los Banos,1750 San Luis St.
FoodInspectDetail.aspx?id=FA0009200,Los Banos Liquor,Good,12/6/2024,Los Banos,947 Pacheco Blvd Ste. A
FoodInspectDetail.aspx?id=FA0009676,Los Banos Nursing & Rehabilitation (d.b.a. Los Banos Post Acute),Good,2/6/2023,Los Banos,931 Idaho Ave
FoodInspectDetail.aspx?id=FA0005487,Los Banos PAL Snack Bar,Good,3/12/2024,Los Banos,401 7th St.
FoodInspectDetail.aspx?id=FA0010262,Los Banos Police Dept - Jail,Good,3/25/2026,Los Banos,1111 G St.
FoodInspectDetail.aspx?id=FA0000972,Los Banos Unified School District,Good,5/18/2026,Los Banos,749 J St.
FoodInspectDetail.aspx?id=FA0008136,Los Banos Veterans Memorial Bldg,Good,9/10/2024,Los Banos,615 E St.
FoodInspectDetail.aspx?id=FA0006145,Los Compas,Good,7/26/2024,Merced,1513 W. Main St.
FoodInspectDetail.aspx?id=FA0006111,Los Dos Amigos Taqueria,Satisfactory,12/16/2024,Livingston,1472 B St. Ste G
FoodInspectDetail.aspx?id=FA0007029,Los Dos Potrillos Bar & Grill,Satisfactory,6/8/2026,Los Banos,1639 E. Pacheco Blvd
FoodInspectDetail.aspx?id=FA0009151,Los Gordos,Satisfactory,11/21/2024,Livingston,700 Hammatt Ave.
FoodInspectDetail.aspx?id=FA0005238,Los Gordos Catering,Good,6/19/2023,Winton,6698 N. Winton Way
FoodInspectDetail.aspx?id=FA0008775,Los Mexicanos Market,Good,8/23/2023,Delhi,9751 Stephens St.
FoodInspectDetail.aspx?id=FA0007064,Los Panchos Restaurant,Good,3/20/2024,Merced,2971 G St.
FoodInspectDetail.aspx?id=FA0009805,Love's Travel Stop #441,Good,1/16/2025,Santa Nella,29025 Plaza Dr.
FoodInspectDetail.aspx?id=FA0005841,Lovers Deli,Good,1/9/2024,Merced,426 W. Main St.
FoodInspectDetail.aspx?id=FA0009739,Lowe's #1672,Satisfactory,11/30/2023,Merced,1750 W Olive Ave.
FoodInspectDetail.aspx?id=FA0006117,Lucky Strike Club,Good,1/30/2023,Los Banos,551 I St.
FoodInspectDetail.aspx?id=FA0008719,Lulas Panaderia Inc,Satisfactory,12/10/2025,Atwater,200 E. Bellevue Road
FoodInspectDetail.aspx?id=FA0000471,Luther Burbank School,Good,5/12/2026,Merced,609 E. Alexander Ave.
FoodInspectDetail.aspx?id=FA0009634,M & A Market,Good,5/23/2024,Merced,2980 Beachwood Dr
FoodInspectDetail.aspx?id=FA0009627,M & M Corner Mini-Mart,Good,6/9/2026,Delhi,16490 Letteau Ave.
FoodInspectDetail.aspx?id=FA0002236,M & M Italian Restaurant,Satisfactory,4/30/2024,Los Banos,400 W. Pacheco Blvd
FoodInspectDetail.aspx?id=FA0005614,Magdaleno Palm Cafe,Satisfactory,8/5/2024,Dos Palos,2201 Blossom St.
FoodInspectDetail.aspx?id=FA0002242,Main Jail Facility - Sheriff's Department,Good,3/26/2026,Merced,700 W 22nd St
FoodInspectDetail.aspx?id=FA0004499,Main Place Stadium Cinemas,Good,9/19/2024,Merced,403 W. Main St.
FoodInspectDetail.aspx?id=FA0006699,Main Street Market,Satisfactory,12/11/2023,Merced,211 W. Main St.
FoodInspectDetail.aspx?id=FA0007047,Main Street Market,Good,2/14/2024,Santa Nella,13301 Hwy 33
FoodInspectDetail.aspx?id=FA0008938,Mainzer Theater,Satisfactory,12/4/2024,Merced,655 W. Main St.
FoodInspectDetail.aspx?id=FA0005549,Major Golf Sports Center,Satisfactory,8/14/2024,Merced,3536 N. Santa Fe Dr.
FoodInspectDetail.aspx?id=FA0008466,Mango Crazy Inc.,Satisfactory,3/26/2024,Atwater,2830 Shaffer Road
FoodInspectDetail.aspx?id=FA0006202,Mango Tango,Satisfactory,5/29/2024,Merced,1794 W. Olive Ave. Ste C
FoodInspectDetail.aspx?id=FA0000759,Manley's Donuts,Good,5/15/2024,Merced,1730 R St.
FoodInspectDetail.aspx?id=FA0000677,Maria's Taco Shop #1,Satisfactory,9/24/2024,Merced,1750 R St
FoodInspectDetail.aspx?id=FA0001772,Maria's Taco Shop #2,Good,1/21/2025,Atwater,350 Bellevue Road
FoodInspectDetail.aspx?id=FA0007367,Marie's Mexican Kitchen,Satisfactory,9/19/2024,Merced,259 W. Main St.
FoodInspectDetail.aspx?id=FA0000700,Mario's Taco Shop #1,Good,10/18/2023,Merced,51 W. 16th St.
FoodInspectDetail.aspx?id=FA0000631,Mariscos El Nacho,Satisfactory,9/12/2024,Merced,1560 Yosemite Pkwy
FoodInspectDetail.aspx?id=FA0006731,Mariscos La Playa,Satisfactory,2/11/2025,Atwater,161 Atwater Blvd
FoodInspectDetail.aspx?id=FA0003301,Marks Elementary School,Good,5/12/2026,Dos Palos,1717 Valeria St.
FoodInspectDetail.aspx?id=FA0009762,Marshalls #1302,Good,4/27/2026,Los Banos,1301 W. Pacheco Blvd Ste D
FoodInspectDetail.aspx?id=FA0009782,Marshalls 1058,Good,3/24/2025,Atwater,1200 Commerce Ave
FoodInspectDetail.aspx?id=FA0009591,Masala Express,Satisfactory,9/12/2024,Merced,560 W. Olive Ave.
FoodInspectDetail.aspx?id=FA0009636,Maxi-Mart Food & Liquor,Good,12/13/2023,Atwater,1911 Atwater Blvd
FoodInspectDetail.aspx?id=FA0000877,Mayrita's Bar & Grill,Satisfactory,7/24/2024,Livingston,341 N. Main St.
FoodInspectDetail.aspx?id=FA0004064,McDonald's,Good,7/2/2025,Hilmar,7960 N Lander Ave.
FoodInspectDetail.aspx?id=FA0004615,McDonald's,Good,1/29/2025,Atwater,2720 Shaffer Road
FoodInspectDetail.aspx?id=FA0004661,McDonald's,Good,10/27/2023,Gustine,430 First Ave.
FoodInspectDetail.aspx?id=FA0007799,McDonald's,Satisfactory,8/15/2024,Los Banos,1550 W. Pacheco Blvd
FoodInspectDetail.aspx?id=FA0009962,McDonald's,Good,10/24/2023,Merced,3140 Campus Pkwy
FoodInspectDetail.aspx?id=FA0004339,McDonald's 21383,Good,7/2/2025,Livingston,381 Joseph Gallo Dr.
FoodInspectDetail.aspx?id=FA0006346,McDonald's Restaurant,Satisfactory,11/27/2023,Merced,1060 W. 13th St.
FoodInspectDetail.aspx?id=FA0006678,"McDonald's USA, LLC",Good,4/21/2025,Atwater,1521 Bell Dr.
FoodInspectDetail.aspx?id=FA0000790,McDonalds #10150,Good,3/21/2024,Merced,1821 Motel Dr.
FoodInspectDetail.aspx?id=FA0001010,McDonalds #11744,Good,9/24/2024,Los Banos,1480 S Mercey Springs Road
FoodInspectDetail.aspx?id=FA0000789,McDonalds #1313,Good,6/2/2026,Merced,206 W Olive Ave.
FoodInspectDetail.aspx?id=FA0001084,McDonalds #6853,Good,8/15/2024,Santa Nella,13032 S Hwy 33
FoodInspectDetail.aspx?id=FA0010005,MCOE (Merced County Office of Education) - Commissary,Good,4/30/2026,Merced,350 W. Yosemite Ave.
FoodInspectDetail.aspx?id=FA0000475,MCRM Senior Meals Program,Good,12/11/2024,Merced,851 W 23rd St.
FoodInspectDetail.aspx?id=FA0000842,MCRM Senior Meals Program,Good,4/5/2022,Atwater,2550 Linden Ave.
FoodInspectDetail.aspx?id=FA0000905,MCRM Senior Meals Program,Good,2/21/2023,Winton,7091 W. Walnut Ave.
FoodInspectDetail.aspx?id=FA0001109,MCRM Senior Meals Program,Good,8/10/2023,Planada,9167 Stanford Ave.
FoodInspectDetail.aspx?id=FA0006383,MCRM Senior Meals Program,Good,1/4/2023,Livingston,420 Main St.
FoodInspectDetail.aspx?id=FA0009171,MCRM Senior Meals Program,Good,2/14/2023,Los Banos,1248 Santa Barbara Dr.
FoodInspectDetail.aspx?id=FA0009617,McSwain Elementary School (East Campus),Good,3/20/2026,Merced,926 N. Scott Road
FoodInspectDetail.aspx?id=FA0006718,McSwain Elementary School (West Campus),Good,3/20/2026,Merced,785 N. Scott Road
FoodInspectDetail.aspx?id=FA0005388,Me-N-Ed's Pizzeria #8,Satisfactory,5/26/2026,Los Banos,846 W Pacheco Blvd
FoodInspectDetail.aspx?id=FA0003630,Me-N-Ed's Merced,Good,3/26/2025,Merced,3524 G St.
FoodInspectDetail.aspx?id=FA0006042,Mel's Liquors,Satisfactory,7/10/2023,Merced,1220 V St.
FoodInspectDetail.aspx?id=FA0009779,Memorial Hospital Los Banos,Good,4/5/2024,Los Banos,520 W I St
FoodInspectDetail.aspx?id=FA0009667,Mercado Latino Market,Satisfactory,5/11/2026,Planada,318 N. Sutter St.
FoodInspectDetail.aspx?id=FA0009680,Merced Community College District,Good,1/19/2024,Merced,3600 M St
FoodInspectDetail.aspx?id=FA0009015,Merced County Behavioral Health Services Los Banos Center,Good,5/1/2024,Los Banos,40 W. G St. Ste C
FoodInspectDetail.aspx?id=FA0010206,Merced County Food Bank Warehouse,Good,1/17/2025,Merced,2000 W. Olive Ave.
FoodInspectDetail.aspx?id=FA0007172,Merced Ctr for the Performing Arts,Good,9/25/2024,Merced,452 W. Main St.
FoodInspectDetail.aspx?id=FA0008325,Merced Elks Park,Good,2/26/2026,Merced,3600 Wardrobe Ave.
FoodInspectDetail.aspx?id=FA0006554,Merced Emergency Shelter,Good,12/16/2024,Merced,317 E. 15th St.
FoodInspectDetail.aspx?id=FA0000462,Merced Food Center,Good,9/12/2024,Merced,1150 ML King Jr Way
FoodInspectDetail.aspx?id=FA0005264,Merced Fruit Barn,Good,9/5/2024,Merced,4526 E. Hwy 140
FoodInspectDetail.aspx?id=FA0009738,Merced Fuel & Food,Good,12/20/2023,Merced,190 W. Olive Ave
FoodInspectDetail.aspx?id=FA0009618,Merced Golf & Country Club,Good,3/4/2025,Merced,6333 N. Golf Road
FoodInspectDetail.aspx?id=FA0001412,Merced Grand Buffet,Satisfactory,7/8/2025,Merced,1121 W. Olive Ave.
FoodInspectDetail.aspx?id=FA0010171,Merced Indian Grocers,Good,4/13/2026,Merced,3368 N. Hwy 59 Ste M
FoodInspectDetail.aspx?id=FA0000385,Merced Inn and Suites,Good,3/25/2024,Merced,2010 E. Childs Ave.
FoodInspectDetail.aspx?id=FA0000512,Merced Liquor Grocery,Good,12/11/2023,Merced,550 E Main St
FoodInspectDetail.aspx?id=FA0009659,Merced Mall Chevron Food Mart,Good,12/16/2024,Merced,1050 W. Olive Ave.
FoodInspectDetail.aspx?id=FA0009799,Merced Mart,Satisfactory,5/14/2024,Merced,1411 V St.
FoodInspectDetail.aspx?id=FA0009470,Merced Navigation Center,Good,3/30/2026,Merced,1411 B St.
FoodInspectDetail.aspx?id=FA0009830,Merced Nursing & Rehabilitation,Good,2/28/2024,Merced,510 W. 26th St.
FoodInspectDetail.aspx?id=FA0009869,Merced Rescue Mission,Good,2/21/2025,Merced,129 Cone Ave.
FoodInspectDetail.aspx?id=FA0000115,Merced River Resort,Good,6/17/2024,Delhi,7765 Campground Road
FoodInspectDetail.aspx?id=FA0009674,Merced SNF Operations LLC,Good,5/8/2023,Merced,3170 M St
FoodInspectDetail.aspx?id=FA0000822,Merced Speedway - Grandstands Concession,Satisfactory,11/28/2023,Merced,900 Martin Luther King Jr Way
FoodInspectDetail.aspx?id=FA0009804,Merced Truck And Auto Plaza,Good,7/17/2024,Le Grand,8040 Ringnalda Ct.
FoodInspectDetail.aspx?id=FA0003532,Merced Union High School District Warehouse (MUHSD),Good,6/3/2026,Atwater,2130 Spacecraft Dr.
FoodInspectDetail.aspx?id=FA0000342,Merced Valley Food,Satisfactory,4/2/2026,Merced,1640 Yosemite Pkwy
FoodInspectDetail.aspx?id=FA0009049,Mercey Spring Farms,Good,5/8/2024,Santa Nella,I-5 & Hwy 165
FoodInspectDetail.aspx?id=FA0007793,Mercey Springs Elementary School,Good,5/8/2026,Los Banos,1900 S. Mercey Springs Road
FoodInspectDetail.aspx?id=FA0007324,Mercey Springs Produce #2,Good,8/1/2024,Dos Palos,11460 W. Hwy 152
FoodInspectDetail.aspx?id=FA0009688,Mercey Springs Shell,Good,11/10/2025,Los Banos,24729 S Mercey Springs Rd
FoodInspectDetail.aspx?id=FA0009770,Mercy Medical Center,Satisfactory,6/16/2026,Merced,333 Mercy Ave
FoodInspectDetail.aspx?id=FA0000095,Merquin Elementary School,Good,5/29/2026,Stevinson,20316 W 3rd Ave.
FoodInspectDetail.aspx?id=FA0004741,Mi Casa Restaurant LLC,Good,5/5/2025,Livingston,1236 Crowell St.
FoodInspectDetail.aspx?id=FA0005308,Mikalino's Pizza & Pasta,Good,11/14/2022,Dos Palos,1414 Center Ave.
FoodInspectDetail.aspx?id=FA0006563,Mimosas Cafe,Good,9/18/2024,Merced,731 E. Yosemite Ave. Ste D
FoodInspectDetail.aspx?id=FA0010351,Mission Gardens Congregate Living Health Facility,Satisfactory,1/31/2024,Merced,1450 E. 27th St.
FoodInspectDetail.aspx?id=FA0000169,Mitchell K-6,Good,4/14/2026,Atwater,1761 Grove Ave.
FoodInspectDetail.aspx?id=FA0002167,Mitchell Senior,Good,4/14/2026,Atwater,1753 5th St.
FoodInspectDetail.aspx?id=FA0000694,Mix Bakery,Good,5/15/2024,Merced,1110 W 16th St
FoodInspectDetail.aspx?id=FA0001740,Mocha Boba,Good,11/14/2025,Merced,851 W. Olive Ave. Ste 710
FoodInspectDetail.aspx?id=FA0000124,Molcajete Mexican Grill DBA Freddy's Restaurant,Good,12/17/2024,Snelling,15890 N. Hwy 59
FoodInspectDetail.aspx?id=FA0005474,Mom's & Pop's Diner,Satisfactory,3/14/2024,Dos Palos,2042 Blossom St.
FoodInspectDetail.aspx?id=FA0001001,Montero's Bakery,Good,2/20/2024,Los Banos,546 I St.
FoodInspectDetail.aspx?id=FA0010509,"Mor Furniture For Less, Inc.",Good,10/25/2024,Merced,1720 W. Olive Ave.
FoodInspectDetail.aspx?id=FA0000731,Mountain Mike's Pizza,Good,1/14/2026,Merced,1348 W Olive Ave.
FoodInspectDetail.aspx?id=FA0005314,Mountain Mike's Pizza,Good,4/1/2026,Atwater,2751 Shaffer Road STE 17
FoodInspectDetail.aspx?id=FA0005423,Mountain Mike's Pizza,Good,3/1/2023,Los Banos,509 Pacheco Blvd
FoodInspectDetail.aspx?id=FA0007995,Mountain Mike's Pizza,Good,1/14/2026,Merced,1950 Yosemite Pkwy Ste J
FoodInspectDetail.aspx?id=FA0009070,Mountain Mikes Pizza,Satisfactory,5/28/2025,Los Banos,2260 E. Pacheco Blvd Ste A & B
FoodInspectDetail.aspx?id=FA0007573,Mr Taco,Good,5/2/2025,Los Banos,850 W. Pacheco Blvd
FoodInspectDetail.aspx?id=FA0006977,Mr. Pho,Good,5/23/2024,Merced,3360 N. Hwy 59 Ste D
FoodInspectDetail.aspx?id=FA0008114,Mrs. Adams Gourmet Cookies,Good,6/13/2023,Merced,400 Emerald Dr.
FoodInspectDetail.aspx?id=FA0010241,MUHSD - Nutrition Services,Good,6/5/2025,Atwater,158 Business Pkwy
FoodInspectDetail.aspx?id=FA0008862,MUHSD Livingston High School (Food/Pool),Good,5/28/2026,Livingston,1617 Main St.
FoodInspectDetail.aspx?id=FA0008856,"MUHSD, Atwater High School (Food & Pool)",Good,5/26/2026,Atwater,2201 Fruitland Ave
FoodInspectDetail.aspx?id=FA0008858,"MUHSD, Buhach Colony High School (Food & Pool)",Good,5/19/2026,Atwater,1800 Buhach Rd
FoodInspectDetail.aspx?id=FA0008860,"MUHSD, East Campus Ed Center/ Yosemite High (Food & Pool)",Good,5/15/2026,Merced,1900 G St
FoodInspectDetail.aspx?id=FA0008859,"MUHSD, El Capitan High School (Food & Pool)",Satisfactory,2/4/2026,Merced,100 W. Farmland Ave.
FoodInspectDetail.aspx?id=FA0008861,"MUHSD, Golden Valley High School (Food & Pool)",Good,3/17/2026,Merced,2121 E Childs Ave
FoodInspectDetail.aspx?id=FA0008855,"MUHSD, Merced High School North Campus (Food & Pool)",Good,5/12/2026,Merced,205 W. Olive Ave.
FoodInspectDetail.aspx?id=FA0010044,Myle's Home Kitchen,Good,5/8/2024,Atwater,3264 Village Woods Dr.
FoodInspectDetail.aspx?id=FA0005624,Nature Market,Good,6/21/2023,Winton,7516 Shaffer Road
FoodInspectDetail.aspx?id=FA0005808,Neighborhood Grocery,Satisfactory,7/11/2023,El Nido,10386 S. Hwy 59
FoodInspectDetail.aspx?id=FA0009724,New Bethany Residential Care & Skilled Nursing Community,Good,6/8/2026,Los Banos,1441 Berkeley Dr
FoodInspectDetail.aspx?id=FA0007074,New China Cafe,Good,2/19/2026,Merced,1002 W. Main St.
FoodInspectDetail.aspx?id=FA0005281,New Hong Kong Restaurant,Good,5/12/2025,Merced,3556 N. G St.
FoodInspectDetail.aspx?id=FA0009783,New Olive Market,Good,10/7/2024,Atwater,1101 Winton Way
FoodInspectDetail.aspx?id=FA0007096,New Thai Cuisine,Good,5/6/2024,Merced,909 W. 16th St.
FoodInspectDetail.aspx?id=FA0000547,Noah's Vietnamese Fusion Cuisine,Satisfactory,2/19/2026,Merced,1327 W. 18th St.
FoodInspectDetail.aspx?id=FA0001089,Noodles Pho U,Satisfactory,4/27/2026,Los Banos,435 W. Pacheco Blvd
FoodInspectDetail.aspx?id=FA0010862,Nothing Bundt Cakes,Good,5/18/2026,Merced,3522 G St.
FoodInspectDetail.aspx?id=FA0007230,Nutrition Station,Satisfactory,8/27/2024,Los Banos,663 J St.
FoodInspectDetail.aspx?id=FA0006144,O'Ryleighs Tavern,Satisfactory,3/5/2024,Merced,1730 Canal St.
