Detail,Facility,Current Rating,Last Inspection Date,City,Address
FoodInspectDetail.aspx?id=FA0000760,Sybil Crookham School,Good,1/6/2026,Winton,7160 Walnut Ave
FoodInspectDetail.aspx?id=FA0002539,"TA Operating, LLC DBA Burger King",Good,4/14/2026,Santa Nella,28991 W Gonzaga Road
FoodInspectDetail.aspx?id=FA0006921,Table 59,Satisfactory,3/13/2024,Merced,3360 N. Hwy 59 Ste H
FoodInspectDetail.aspx?id=FA0009918,Taco Bell,Good,9/11/2023,Merced,1990 Yosemite Pkwy
FoodInspectDetail.aspx?id=FA0003892,Taco Bell #19505,Good,6/19/2023,Atwater,801 Bellevue Road
FoodInspectDetail.aspx?id=FA0000726,Taco Bell #3171,Good,6/16/2026,Merced,3140 G St.
FoodInspectDetail.aspx?id=FA0000969,Taco Bell #34175,Good,3/7/2024,Santa Nella,12780 S Hwy 33
FoodInspectDetail.aspx?id=FA0003246,Taco Bell #34187,Good,11/15/2023,Los Banos,1571 W Pacheco Blvd
FoodInspectDetail.aspx?id=FA0005386,Taco Bell #34195,Good,10/9/2024,Los Banos,1236 Pacheco Blvd
FoodInspectDetail.aspx?id=FA0007634,Taco Bell #34204,Good,7/7/2026,Livingston,339 Joseph Gallo Dr.
FoodInspectDetail.aspx?id=FA0007983,Taco Bell #34214,Satisfactory,3/12/2024,Hilmar,8119 Lander Ave.
FoodInspectDetail.aspx?id=FA0000153,Taco Bell #4758,Good,8/2/2024,Merced,1440 Martin Luther King Jr Way
FoodInspectDetail.aspx?id=FA0001164,Taco Grotto,Satisfactory,8/5/2024,Dos Palos,1420 Elgin Ave
FoodInspectDetail.aspx?id=FA0007110,Tacos El Grullense Jal,Good,10/23/2025,Los Banos,2053 E. Pacheco Blvd
FoodInspectDetail.aspx?id=FA0005173,Tacos El Tono,Good,5/28/2025,Los Banos,639 9th St.
FoodInspectDetail.aspx?id=FA0000680,Taqueria Castillo,Satisfactory,1/11/2024,Gustine,1813 S Hwy 33
FoodInspectDetail.aspx?id=FA0005925,Taqueria El Huarache,Good,4/21/2025,Merced,3115 R St.
FoodInspectDetail.aspx?id=FA0007104,Taqueria El Palmar,Satisfactory,5/30/2024,Merced,1127 Martin Luther King Jr. Way
FoodInspectDetail.aspx?id=FA0005293,Taqueria El Rodeo,Good,2/15/2023,Los Banos,1313 E. Pacheco Blvd Ste D
FoodInspectDetail.aspx?id=FA0010776,Taqueria Los Cuates,Good,11/10/2025,Los Banos,2053 E. Pacheco Blvd
FoodInspectDetail.aspx?id=FA0010777,Taqueria Los Cuates,Good,11/10/2025,Firebaugh,15838 Paul Negra Road
FoodInspectDetail.aspx?id=FA0006140,Taqueria Los Girasoles,Good,2/21/2023,Merced,2272 Beachwood Dr.
FoodInspectDetail.aspx?id=FA0006946,Taqueria y Rosticeria Los Navarrete DBA Tacos El Jr,Good,2/6/2026,Merced,1104 W. 16th St.
FoodInspectDetail.aspx?id=FA0005471,Taraskos,Good,7/29/2025,Dos Palos,1645 Center Ave.
FoodInspectDetail.aspx?id=FA0006648,Target # T-2386 Pizza Hut,Good,6/24/2024,Atwater,1000 Commerce Ave.
FoodInspectDetail.aspx?id=FA0006647,Target # T-2386 Starbucks,Good,6/24/2024,Atwater,1000 Commerce Ave.
FoodInspectDetail.aspx?id=FA0008262,Target Store T-0641 Starbucks,Good,2/1/2024,Merced,3280 R St.
FoodInspectDetail.aspx?id=FA0009669,TARGET T0641,Good,2/1/2024,Merced,3280 R St
FoodInspectDetail.aspx?id=FA0009775,TARGET T2359,Good,9/23/2025,Los Banos,1405 W Pacheco Blvd
FoodInspectDetail.aspx?id=FA0009788,TARGET T2386,Satisfactory,6/24/2024,Atwater,1000 Commerce Ave
FoodInspectDetail.aspx?id=FA0006674,Tary Boscolo's Pizzeria Italian Restaurant,Good,2/20/2025,Atwater,351 Atwater Blvd
FoodInspectDetail.aspx?id=FA0007224,Taste of India,Good,4/22/2026,Santa Nella,13289 Hwy 33
FoodInspectDetail.aspx?id=FA0000733,Tenaya Intermediate,Good,3/17/2026,Merced,760 W 8th St
FoodInspectDetail.aspx?id=FA0008499,Teriyaki Don,Satisfactory,4/8/2026,Merced,755 E. Yosemite Ave. Ste H
FoodInspectDetail.aspx?id=FA0006345,Teriyaki House,Good,2/14/2023,Los Banos,1341 E. Pacheco Blvd Ste. J
FoodInspectDetail.aspx?id=FA0000642,Texas Burger Drive In,Satisfactory,10/27/2023,Gustine,380 4th St.
FoodInspectDetail.aspx?id=FA0006261,Thai Cuisine II,Good,4/8/2026,Merced,779 E. Yosemite Ave. G
FoodInspectDetail.aspx?id=FA0003187,Thai Cuisine Merced LLC DBA Thai Cuisine,Good,9/13/2024,Merced,23 E. 16th St.
FoodInspectDetail.aspx?id=FA0006564,Thai Star,Good,11/22/2022,Merced,57 W. Alexander Ave.
FoodInspectDetail.aspx?id=FA0006397,The 6th Street Diner,Satisfactory,10/2/2024,Los Banos,925 6th St.
FoodInspectDetail.aspx?id=FA0007161,The Art Kamangar Center at the Merced Theatre,Good,11/23/2022,Merced,301 W. Main St.
FoodInspectDetail.aspx?id=FA0006842,The Chocolate Dipper,Good,4/25/2024,Merced,319 W. Main St.
FoodInspectDetail.aspx?id=FA0007364,The Cue Spot Billiards,Good,11/1/2022,Merced,450 W. Main St.
FoodInspectDetail.aspx?id=FA0008160,The Golden Spice,Good,11/21/2024,Livingston,2275 Walnut Ave.
FoodInspectDetail.aspx?id=FA0008535,The Grove Restaurant & Bar,Good,5/29/2026,Stevinson,2700 Van Clief Road
FoodInspectDetail.aspx?id=FA0008637,The Habit Burger Grill,Satisfactory,4/2/2024,Los Banos,1335 W. Pacheco Blvd Ste A
FoodInspectDetail.aspx?id=FA0009467,The Habit Burger Grill #314,Good,6/15/2026,Atwater,1051 Commerce Ave.
FoodInspectDetail.aspx?id=FA0007766,The Hampshire,Satisfactory,2/7/2024,Merced,3460 N. R St.
FoodInspectDetail.aspx?id=FA0009731,The Home Depot Store #6618,Good,2/26/2024,Merced,1735 W. 140 HWY
FoodInspectDetail.aspx?id=FA0009771,The Home Depot Store #8427,Good,10/9/2024,Los Banos,1955 E Pacheco Blvd
FoodInspectDetail.aspx?id=FA0009978,The Hope,Good,6/16/2026,Atwater,2100 Fruitland Ave.
FoodInspectDetail.aspx?id=FA0006804,The Hot Spot,Good,3/21/2024,Merced,1711 I St.
FoodInspectDetail.aspx?id=FA0009626,The Morning Star Packing Company,Good,2/6/2023,Los Banos,13448 Volta Rd
FoodInspectDetail.aspx?id=FA0000881,The New Cozy Corner Inc,Good,8/27/2025,Livingston,5021 N. Lincoln Blvd
FoodInspectDetail.aspx?id=FA0009506,The Papaya Lady,Satisfactory,7/24/2023,Merced,45 E. 16th St.
FoodInspectDetail.aspx?id=FA0006374,The Partisan,Good,9/11/2024,Merced,432 W. Main St.
FoodInspectDetail.aspx?id=FA0010054,The Sensory Lab by ASIP,Good,4/8/2026,Merced,847 W. Main St.
FoodInspectDetail.aspx?id=FA0001149,The Servatorium,Good,3/28/2023,Dos Palos,1548 Center Ave.
FoodInspectDetail.aspx?id=FA0009009,The Snack Shack,Satisfactory,2/24/2026,Atwater,750 E. Bellevue Road
FoodInspectDetail.aspx?id=FA0006287,The Sweet Life,Satisfactory,9/5/2023,Hilmar,7940 Lander Ave. Ste 10
FoodInspectDetail.aspx?id=FA0000661,The Tandoor Table Inc,Good,4/25/2025,Merced,1052 W Main St.
FoodInspectDetail.aspx?id=FA0006611,The Vista Ranch and Cellars,Good,5/22/2024,Merced,7326 E. Hwy 140
FoodInspectDetail.aspx?id=FA0004964,Thomas Olaeta School,Good,4/13/2026,Atwater,2266 High St.
FoodInspectDetail.aspx?id=FA0010101,Tioga Sequoia Brewing,Good,1/30/2025,Merced,1707 N St.
FoodInspectDetail.aspx?id=FA0008128,Togo's Eateries,Good,4/3/2025,Atwater,1511 Bell Dr.
FoodInspectDetail.aspx?id=FA0006407,Togo's Eatery,Good,7/18/2024,Los Banos,1989 Pacheco Blvd Ste A
FoodInspectDetail.aspx?id=FA0000723,Togo's of Merced,Satisfactory,6/4/2026,Merced,3146 N G St. Ste 107
FoodInspectDetail.aspx?id=FA0001193,Toni's Courtyard Cafe,Satisfactory,7/21/2023,Merced,516 W. 18th St.
FoodInspectDetail.aspx?id=FA0007082,Total Discount Inc.,Satisfactory,4/8/2024,Los Banos,1237 E. Pacheco Blvd
FoodInspectDetail.aspx?id=FA0008370,Total Nutrition,Satisfactory,10/3/2024,Los Banos,915 6th St.
FoodInspectDetail.aspx?id=FA0006477,Totally Delicious Catering,Satisfactory,6/3/2024,Livingston,1448 D St.
FoodInspectDetail.aspx?id=FA0000740,Town & Country Liquor Store,Satisfactory,4/20/2026,Los Banos,1248 E. Pacheco Blvd
FoodInspectDetail.aspx?id=FA0008448,Towneplace Suites by Marriott,Good,9/27/2024,Merced,229 S. Parsons Ave.
FoodInspectDetail.aspx?id=FA0009961,Tractor Supply Company,Good,8/15/2023,Merced,882 S. Coffee St.
FoodInspectDetail.aspx?id=FA0009800,Tractor Supply Store #1280-Atwater,Good,11/24/2025,Atwater,1700 Bell Lane
FoodInspectDetail.aspx?id=FA0009801,Tractor Supply Store #1293-Los Banos,Good,11/15/2023,Los Banos,1131 W Pacheco Blvd
FoodInspectDetail.aspx?id=FA0010792,Transitional Kindergarten Center,Good,1/6/2026,Los Banos,1851 E. B St.
FoodInspectDetail.aspx?id=FA0000979,Trevino's Mexican Restaurant,Good,9/10/2024,Merced,408 W Main St.
FoodInspectDetail.aspx?id=FA0003565,Trini's Health Foods,Good,8/27/2024,Los Banos,1341 Pacheco Blvd Ste G
FoodInspectDetail.aspx?id=FA0000573,Turf Liquor,Satisfactory,9/30/2024,Winton,6596 N Winton Way
FoodInspectDetail.aspx?id=FA0009625,Turlock Golf & Country Club,Satisfactory,2/1/2024,Turlock,10532 N Golf Link Rd
FoodInspectDetail.aspx?id=FA0007484,Turmeric Indian Cuisine,Good,5/28/2025,Merced,731 E. Yosemite Ave. Ste C
FoodInspectDetail.aspx?id=FA0010633,Twins Food Outlet,Good,5/23/2025,Merced,159 W. Main St.
FoodInspectDetail.aspx?id=FA0005886,U Save Liquor,Good,7/14/2023,Merced,1846 Yosemite Pkwy
FoodInspectDetail.aspx?id=FA0010783,Una Mas Taproom,Good,12/16/2025,Merced,420 Main St.
FoodInspectDetail.aspx?id=FA0010198,United Paleteria Y Neveria #10,Good,6/30/2023,Los Banos,2160 E. Pacheco Blvd Ste J
FoodInspectDetail.aspx?id=FA0010207,US Foods CHEF'STORE,Good,2/26/2026,Merced,3275 R St.
FoodInspectDetail.aspx?id=FA0010873,Vallarta Supermarket #76,Good,5/28/2026,Merced,851 W. Olive St.
FoodInspectDetail.aspx?id=FA0004650,Valley Community School,Good,5/14/2026,Los Banos,715 W. H St.
FoodInspectDetail.aspx?id=FA0007968,Valley Community School,Good,5/28/2026,Merced,1850 Wardrobe Ave.
FoodInspectDetail.aspx?id=FA0010707,Valley Eats,Good,8/22/2025,Merced,1997 W. Olive Ave.
FoodInspectDetail.aspx?id=FA0001132,Valley Foods Supermarket Inc.,Good,9/13/2024,Atwater,231 Atwater Blvd
FoodInspectDetail.aspx?id=FA0001146,"Valley Wide Cooperative, Inc.",Good,1/29/2025,Los Banos,1160 G St.
FoodInspectDetail.aspx?id=FA0008674,Valley Wide Vending (Dignity Health Mercy Medical Center),Good,2/28/2024,Merced,333 Mercy Ave.
FoodInspectDetail.aspx?id=FA0005550,Vanessa Ice Cream,Good,3/16/2026,Winton,7020 Walnut Ave.
FoodInspectDetail.aspx?id=FA0007265,Vanessa's Ice Cream Shop,Good,5/15/2026,Merced,710 Carol Ave.
FoodInspectDetail.aspx?id=FA0010849,Vardaan Inc DBA Rock N Roll | Handrolled Premium Ice Cream,Good,5/4/2026,Merced,1742 Canal St.
FoodInspectDetail.aspx?id=FA0010655,Veterans Service Solutions LLC,Good,1/28/2026,Merced,900 Martin Luther King Jr Way
FoodInspectDetail.aspx?id=FA0002742,Victoria's Mexican Food,Satisfactory,11/3/2023,Merced,1060 W. 16th St.
FoodInspectDetail.aspx?id=FA0008358,Vida Saludable Ramos,Satisfactory,4/8/2024,Los Banos,526 I St.
FoodInspectDetail.aspx?id=FA0007122,Villa's Mexican Food,Good,5/17/2024,Merced,900 Loughborough Dr. Ste C
FoodInspectDetail.aspx?id=FA0006123,Villa's Mexican Grill,Satisfactory,2/1/2024,Livingston,413 N. Main St.
FoodInspectDetail.aspx?id=FA0005342,Villa's Taqueria,Satisfactory,8/25/2025,Los Banos,225 Mercey Springs Road Ste C
FoodInspectDetail.aspx?id=FA0008994,Village Liquor & More,Good,6/30/2026,Los Banos,2220 E. Pacheco Blvd Ste D & E
FoodInspectDetail.aspx?id=FA0000750,Village Liquors,Good,12/20/2023,Merced,2939 G St.
FoodInspectDetail.aspx?id=FA0003591,VIP LIQUOR,Satisfactory,5/6/2024,Atwater,1595 E. Bellevue Road
FoodInspectDetail.aspx?id=FA0000751,Volta School,Good,4/20/2026,Volta,24307 W. Ingomar Grd.
FoodInspectDetail.aspx?id=FA0009792,Walgreens #15986,Good,2/20/2025,Hilmar,8298 Lander Ave.
FoodInspectDetail.aspx?id=FA0009707,Walgreens #3330,Good,5/15/2024,Merced,1640 R St.
FoodInspectDetail.aspx?id=FA0009713,Walgreens #4415,Good,11/21/2022,Merced,3098 G St.
FoodInspectDetail.aspx?id=FA0009727,Walgreens #6418,Good,9/24/2024,Los Banos,1360 E Pacheco Blvd
FoodInspectDetail.aspx?id=FA0009665,Walgreens #6718,Good,6/21/2024,Atwater,2730 Shaffer Rd
FoodInspectDetail.aspx?id=FA0000645,Walle Inc dba Winton Super Market,Good,1/6/2026,Winton,6592 N Winton Way
FoodInspectDetail.aspx?id=FA0009700,Walmart #2039,Good,3/27/2026,Merced,3055 Loughborough Dr.
FoodInspectDetail.aspx?id=FA0009708,Walmart #2117,Satisfactory,8/7/2024,Los Banos,1575 W Pacheco Blvd
FoodInspectDetail.aspx?id=FA0009798,Walmart #5890,Good,2/28/2024,Atwater,800 Commerce Ave
FoodInspectDetail.aspx?id=FA0004565,Walnut Child Development,Good,5/27/2026,Livingston,2600 Walnut Ave.
FoodInspectDetail.aspx?id=FA0009621,Washington School,Good,5/5/2026,Winton,4402 W. Oakdale Road
FoodInspectDetail.aspx?id=FA0010173,We Do Dough Turlock Inc. DBA Crumbl Cookies,Good,7/15/2025,Merced,3630 G St. Ste E
FoodInspectDetail.aspx?id=FA0009623,Weaver Middle School,Good,5/12/2026,Merced,3076 E. Childs Ave.
FoodInspectDetail.aspx?id=FA0000592,Wendy's,Good,8/28/2025,Los Banos,503 Pacheco Blvd
FoodInspectDetail.aspx?id=FA0005061,Wendy's Old Fashioned,Good,3/5/2024,Merced,1400 Martin Luther King Jr Way
FoodInspectDetail.aspx?id=FA0007238,Wendy's Old Fashioned,Good,7/23/2024,Atwater,800 Bellevue Road
FoodInspectDetail.aspx?id=FA0000756,Westside Groceries Inc.,Good,2/20/2024,Livingston,13912 Westside Blvd
FoodInspectDetail.aspx?id=FA0007412,Westside High School,Good,5/12/2026,South Dos Palos,22369 S. 6th St.
FoodInspectDetail.aspx?id=FA0000465,Westside Union Intermediate School,Good,5/18/2026,Los Banos,659 K St.
FoodInspectDetail.aspx?id=FA0005119,Wetzel's Pretzels,Satisfactory,2/19/2026,Merced,721 Merced Mall
FoodInspectDetail.aspx?id=FA0005224,WhichCraft Taproom,Good,12/7/2023,Gustine,374 Fifth St.
FoodInspectDetail.aspx?id=FA0010687,Whip It,Good,7/31/2025,Hilmar,8087 Lander Ave.
FoodInspectDetail.aspx?id=FA0001083,Wienerschnitzel,Good,4/30/2024,Los Banos,911 W Pacheco Blvd
FoodInspectDetail.aspx?id=FA0009693,Windecker Chevron,Good,8/28/2024,Los Banos,1164 Pacheco Blvd
FoodInspectDetail.aspx?id=FA0005571,Winfield Elementary School,Good,1/6/2026,Winton,6981 Chestnut Lane
FoodInspectDetail.aspx?id=FA0007027,Winganomics Inc (d.b.a. Wingstop Merced),Good,3/10/2025,Merced,779 E. Yosemite Ave. Ste D
FoodInspectDetail.aspx?id=FA0008393,WingStop #1115,Good,7/18/2024,Los Banos,1989 E. Pacheco Blvd Ste K
FoodInspectDetail.aspx?id=FA0010425,Wingstop Restaurant,Good,6/25/2024,Atwater,502 E. Bellevue Road
FoodInspectDetail.aspx?id=FA0001178,Winton Grocery,Satisfactory,10/5/2023,Winton,6850 N. Santa Fe Dr.
FoodInspectDetail.aspx?id=FA0008795,Winton Marathon,Satisfactory,2/16/2024,Winton,6756 N Winton Way
FoodInspectDetail.aspx?id=FA0002145,Winton Middle School,Good,1/6/2026,Winton,6300 N Cypress
FoodInspectDetail.aspx?id=FA0003672,Winton School Dist. Cafeteria Whse.,Good,1/6/2026,Winton,7160 Walnut Ave.
FoodInspectDetail.aspx?id=FA0008470,Winton VFW Post 7792,Good,2/14/2023,Winton,7093 Walnut St.
FoodInspectDetail.aspx?id=FA0000811,Winton Way Market,Good,6/19/2023,Winton,7190 Winton Way
FoodInspectDetail.aspx?id=FA0005619,Wired Internet Cafe,Good,9/4/2024,Merced,450 W. 18th St.
FoodInspectDetail.aspx?id=FA0008137,Wolfe Transition Center,Good,5/12/2026,Merced,732 W. 13th St.
FoodInspectDetail.aspx?id=FA0004445,Wolfsen's Meat & Sausage,Good,12/4/2024,Gustine,358 South Ave.
FoodInspectDetail.aspx?id=FA0000762,Wool Growers Restaurant,Good,5/1/2024,Los Banos,609 H St.
FoodInspectDetail.aspx?id=FA0006996,World of Smoke,Good,3/3/2025,Atwater,2698 1st St.
FoodInspectDetail.aspx?id=FA0009153,"Xtreme Power Gas, Food & Liquor (Food)",Satisfactory,11/24/2025,Atwater,1385 Winton Way
FoodInspectDetail.aspx?id=FA0002160,Yamato Colony School,Good,5/21/2026,Livingston,800 Livingston Cressey Road
FoodInspectDetail.aspx?id=FA0007580,Yogolicious,Satisfactory,3/24/2025,Atwater,1312 Commerce Ave.
FoodInspectDetail.aspx?id=FA0008108,Yogolicious,Good,8/29/2024,Merced,3110 R St. Ste B
FoodInspectDetail.aspx?id=FA0009720,Yosemite Chevron,Good,12/20/2023,Merced,3584 G St.
FoodInspectDetail.aspx?id=FA0010233,Yosemite Station Restaurant,Satisfactory,4/9/2025,Merced,125 E. Yosemite Ave. Ste A
FoodInspectDetail.aspx?id=FA0009709,Yosemite Valley Beef Packing Co Inc,Good,7/21/2023,Merced,970 E. Sandy Mush Road
FoodInspectDetail.aspx?id=FA0009093,Youth Sports Complex,Satisfactory,11/29/2023,Merced,1800 Wardrobe Ave.
FoodInspectDetail.aspx?id=FA0007354,Youth Sports Complex Concessions - Baseball / Soccer,Satisfactory,11/29/2023,Merced,1777 W. Wardrobe Ave.
FoodInspectDetail.aspx?id=FA0000725,Yum Yum Donuts Franchise #60,Satisfactory,9/5/2024,Merced,2931 G St
FoodInspectDetail.aspx?id=FA0006138,Yummy Thai,Good,6/25/2026,Merced,2961 Beachwood Dr.
FoodInspectDetail.aspx?id=FA0010260,Zesty Urban Farms Microgreens,Good,2/11/2026,Merced,3080 M St. Ste D
FoodInspectDetail.aspx?id=FA0008533,Zoomys Los Banos,Good,1/23/2023,Los Banos,140 W. Pacheco Blvd
FoodInspectDetail.aspx?id=FA0008524,Zoomys Merced G St,Good,6/6/2023,Merced,3006 G St.
FoodInspectDetail.aspx?id=FA0008523,Zoomys Merced Yosemite Pkwy,Satisfactory,7/14/2023,Merced,1400 Yosemite Pkwy
FoodInspectDetail.aspx?id=FA0008520,Zoomys Santa Nella,Good,1/16/2025,Santa Nella,12845 Hwy 33
